序号,内容
229,你都说高矮胖瘦了
230,全是眯眯眼你骗傻子吗
231,点评的没错
232,馹
233,看看人民的呼声
234,三只松鼠
235,奔驰
236,都拍眯眯眼
237,这是有何居心呢
238,扭曲东方文化
239,就你角度多
240,分不清主要矛盾
241,明确一件事情小眼睛
242,眯眯眼
243,不要被混淆视听了
244,大众的才是中国的
245,抵制这种东西
246,小眼睛是小眼睛
247,眯眯眼是不尊重
248,劲
249,三只松鼠
250,不须解释
251,见钉就拔
252,让敌人知道规矩
253,科普下眯眯眼的由来
254,雄狮少年
255,还得是看共青团中央
256,长了中指不是错
257,但只把中指竖起来就是不对
258,确实不好看
259,我觉得有失偏颇
260,有些东西就是该避嫌
261,就是碰不得
262,就是不可以开口子
263,就问你觉得好看吗
264,中国式审美
265,为什么不看看凡人修仙传里的东方美呢
266,眯眯眼没问题
267,故意化妆那就
268,刻板印象和刻意丑化是两码事情
269,尊重广大审美
270,和被迫接受恶意审美
271,也是两种事情
272,还是体现的内涵最重要
273,为了在国外得奖
274,不惜迎合西方丑化国人形象的态度
275,还洋洋得意
276,沾沾自喜
277,被人当枪使
278,还不自知
279,后知后觉还不知悔改
280,乱带节奏
281,应该关进去好好反省自身行为
282,故意歧视亚洲人还让我们接受
283,还说是审美差异化
284,不应该首先从政治方面进行探讨吗
285,我周围的人
286,就没有眯眯眼的
287,好家伙文化阵地是不是已经不存在了
288,我竖中指你说要包容
289,眯眯眼
290,是西方对华人的刻板侮辱性形象
291,我不看
292,谢谢
293,审美
294,不是审丑
295,谢谢
296,眯眯眼
297,是西方对华人的刻板侮辱性形象
298,三只老鼠
299,当这个话题需要
300,探讨
301,的时候
302,就已经开始离谱起来了
303,眯眯眼
304,是西方对华人的刻板侮辱性形象
305,各打五十大板是吧
306,眯眯眼不是韩国人专属吗
307,颪
308,所以不管这个亚洲人眼睛大不大
309,这些西方人
310,就是
311,用眯眯眼
312,恶意侮辱
313,所有的亚洲人
314,最近
315,站推荐的那个日本模特是真的顺眼
316,那才是亚洲审美标准
317,创造大众所喜闻乐见的艺术作品
318,去你大爷的吧
319,强大审美自信
320,真正的作品是不需要去迎合别人的
321,怎么说
322,央视牛逼
323,还夸赞雄狮少年
324,这是侮辱
325,李小龙同意吗
326,三只老鼠
327,齐泽克锐评眯眯眼
